,frac_diff,rsi,volatility,dist_sma50,target
2020-10-15,10.614043303052284,63.102264901134184,0.027201575846437218,0.03242495091293414,-1.0
2020-10-16,8.950512581999334,56.510605382283764,0.026218535837398853,0.017044617913844925,-1.0
2020-10-19,6.5349841443838415,52.833619476674315,0.026436157976545364,-0.009756302267255202,-1.0
2020-10-20,9.282423168836019,52.56336314153331,0.026377946769331192,0.0024882165084642643,-1.0
2020-10-21,8.4166542834665,50.12187933873701,0.02429862803124488,-0.004245164597526078,-1.0
2020-10-22,7.55712596094493,54.52437867340338,0.02446163263446923,-0.014248012056057522,-1.0
2020-10-23,7.36386318410581,47.335792545915396,0.023195507185302108,-0.020299561640349722,-1.0
2020-10-26,7.801532961291599,53.926126413510865,0.022588310061696787,-0.020237961437925986,-1.0
2020-10-27,9.459121313956487,53.20678113430558,0.02269335511782068,-0.007375441078429084,-1.0
2020-10-28,3.689816148981137,43.497776185373226,0.024790927061268953,-0.052642190679653963,1.0
2020-10-29,9.658684992163217,47.348113856784906,0.026194518682890078,-0.01747731703835293,-1.0
2020-10-30,2.3402779485170697,24.22030598545561,0.028181771238708787,-0.07102587702003343,1.0
2020-11-02,4.571734094839385,27.107311332099755,0.02714291635810502,-0.06931605921479102,1.0
2020-11-03,6.906653352269018,31.146952309433118,0.02674033045670192,-0.05252703097166887,1.0
2020-11-04,11.009455650619657,41.149381414669676,0.02807786271554381,-0.012161610853550909,0.0
2020-11-05,13.26278386146555,50.014317438055166,0.029153216063361277,0.02421928163832264,0.0
2020-11-06,11.082413615488079,54.550707441651234,0.02893649478302699,0.02413336981817607,0.0
2020-11-09,8.128650571218586,48.49504902251156,0.02526387698737841,0.005118474571700385,0.0
2020-11-10,8.33830012646824,48.92582412683449,0.024649110977497436,0.004324034340065681,0.0
2020-11-11,11.929500220019378,55.639612185568375,0.025676761270679426,0.03740604885593336,0.0
2020-11-12,10.292958129432591,56.33115894680689,0.025667185856902426,0.03712945261262857,0.0
2020-11-13,10.01569369637049,56.38174823386366,0.025461544141019612,0.037819560701936664,0.0
2020-11-16,10.790111584381634,55.73153216727684,0.02476035594999765,0.046952173866317934,-1.0
2020-11-17,9.334656915332829,64.18233678988454,0.02471078130707439,0.03781042541982114,0.0
2020-11-18,8.115883198628921,55.427294355213746,0.02483004610773417,0.025826062304142756,0.0
2020-11-19,9.175839805544229,73.78047936765445,0.024721892169481983,0.030170346877299838,0.0
2020-11-20,7.757009192092724,69.7527634154344,0.02482475322984993,0.017904308798536602,1.0
2020-11-23,4.807878488298314,57.50350869398177,0.025783548520314434,-0.012146008581782056,1.0
2020-11-24,7.554537273874857,51.0043364494148,0.025734817475215985,-0.0006631044765944166,1.0
2020-11-25,8.320323112671446,42.05734114036396,0.02336517892285252,0.006084359212089844,1.0
2020-11-27,8.60263844323687,44.17315838071549,0.02192192869526691,0.00981243948537805,1.0
2020-11-30,10.733951769212908,57.53728959820799,0.017781497220526705,0.028910099268896795,1.0
2020-12-01,13.266979958862336,65.74895530925261,0.018649390937208833,0.058281691301775414,1.0
2020-12-02,11.855808050120729,59.8248818589583,0.018538591686503732,0.059292169206605204,1.0
2020-12-03,10.964939096072769,60.28682589430455,0.016626575980755513,0.055180173520037075,1.0
2020-12-04,9.950702458773506,57.96484620475552,0.014928198584887815,0.04670376934611743,1.0
2020-12-07,11.42915010672968,58.97029376917851,0.015102264277208725,0.05743458252606205,1.0
2020-12-08,11.34872918965857,63.16630581111849,0.014177727371901575,0.06107392116612146,1.0
2020-12-09,8.287921431470494,59.2868003762304,0.015138897812918658,0.037497669448932194,1.0
2020-12-10,10.4557306794283,60.93160978284516,0.013867777234612222,0.04857288105793787,1.0
2020-12-11,9.194665237977247,62.32381862462698,0.013968523189222353,0.04048036319066619,1.0
2020-12-14,8.747289359930349,72.388496302092,0.014044709388359314,0.03355197171684059,1.0
2020-12-15,14.917932284471249,78.25702863308089,0.017771844805657622,0.0831935955749507,1.0
2020-12-16,12.509656065273603,77.1429427926166,0.017616554082077438,0.07988502282916018,1.0
2020-12-17,12.684815305688232,77.48530428307706,0.017271446721385624,0.08487145954434239,1.0
2020-12-18,9.959562321303324,67.607623937216,0.017856740825547508,0.06553984061363274,1.0
2020-12-21,11.907916476250179,64.1210193462394,0.017628782115219795,0.07667135929873123,1.0
2020-12-22,14.82677302502779,69.29829476411768,0.016425527039627803,0.10588947450281112,1.0
2020-12-23,12.251163370379047,67.00598048075847,0.016704652387166386,0.09632328195384592,1.0
2020-12-24,12.985020020401635,70.33475500860153,0.01670543164800519,0.10274967700306284,1.0
2020-12-28,16.921306040635784,73.85698659511228,0.01792198373938705,0.13910862241828148,-1.0
2020-12-29,12.980074154968946,68.52698481953367,0.01826058449843002,0.12094184989770133,-1.0
2020-12-30,11.77803111490931,72.22633969161386,0.017599787784276396,0.10807974711693058,-1.0
2020-12-31,10.949669602486637,67.87740476142466,0.01780737353298815,0.0967486038306217,-1.0
2021-01-04,8.052825106152426,62.1190303928981,0.018906302114493845,0.06738938108594227,0.0
2021-01-05,10.875522451704043,65.46062063033457,0.01891586757247377,0.07783806122828708,0.0
2021-01-06,6.276922654520263,47.727299926496315,0.020531505902700323,0.039544961856358835,1.0
2021-01-07,12.136778083230851,54.79787855060085,0.02179809316084509,0.07218831062971749,1.0
2021-01-08,12.02007552668799,55.130206720542,0.0210977084141086,0.07867771488492556,1.0
2021-01-11,8.310789318826394,53.44412895226863,0.02187585336891323,0.05051492042420926,1.0
2021-01-12,9.056242502074866,50.88263670862879,0.021789581712633368,0.04671680711266312,1.0
2021-01-13,11.349978749065897,48.38917330219792,0.021904643028628077,0.05987415083609521,1.0
2021-01-14,8.695478148489741,46.77577099038282,0.019364111302892176,0.04041635613079038,1.0
2021-01-15,7.532489929298279,42.58067793859551,0.019627059495291792,0.023340802934907267,1.0
2021-01-19,9.00318801576627,34.467103294328496,0.019601029574147295,0.026732966375452534,1.0
2021-01-20,13.063972550913704,45.40460171388656,0.02055132774713147,0.05822275579027706,1.0
2021-01-21,16.176549345993436,54.55332307979542,0.021854765234808133,0.09382767895571578,1.0
2021-01-22,15.965227385620224,58.9205741660351,0.021277566386644724,0.10738294668867641,-1.0
2021-01-25,18.03915858943273,68.5934021365825,0.021837363300841222,0.1331757017917797,-1.0
2021-01-26,16.046313989069276,67.3719843098724,0.02183384348246514,0.13083441019528733,-1.0
2021-01-27,13.97189595099087,74.41556496521301,0.020669094465697684,0.11810888771245975,-1.0
2021-01-28,8.961028307719346,59.54809657592762,0.02204367440687065,0.07597180682780988,0.0
2021-01-29,5.600345875577446,49.875995168452306,0.023596304082304568,0.03381594279860151,0.0
2021-02-01,10.03489717398567,57.28405721035146,0.023822192200013446,0.04847176023741772,0.0
2021-02-02,10.694521220176057,58.5757411436609,0.023070583223193115,0.05232536182065374,0.0
2021-02-03,9.410259688083784,54.35090555587233,0.023050809645216244,0.04165518607245864,0.0
2021-02-04,13.121614186343749,61.6100164839681,0.02210947485132364,0.06516415747155188,-1.0
2021-02-05,11.451564124429993,63.964711478795806,0.021008808167734132,0.05807220419514505,-1.0
2021-02-08,11.392391359484037,63.40313739244559,0.020959987407642464,0.055653538014061615,-1.0
2021-02-09,10.298792499276601,56.67453316233126,0.020217372996221884,0.04546481135943203,-1.0
2021-02-10,9.908746322597153,47.6441833324952,0.02026527730590274,0.03767210193807314,-1.0
2021-02-11,9.895719933397132,42.57679940484157,0.020035927752589763,0.033104902405938844,-1.0
2021-02-12,10.269863359744946,32.96696189073245,0.019634111857904958,0.03291293714021522,-1.0
2021-02-16,8.077503582911362,29.221406066456623,0.01974553752130193,0.014685014140900166,-1.0
2021-02-17,6.604711272841044,27.74238996831552,0.020238659376568414,-0.004444341570274849,-1.0
2021-02-18,6.6426863941225776,32.83068062784088,0.01893257393469198,-0.01418875033763166,-1.0
2021-02-19,7.616948907686549,44.0594579727513,0.016795887128074335,-0.013917853251636919,-1.0
2021-02-22,4.114669736628883,27.47806143242886,0.017264229026572618,-0.04356437891487328,-1.0
2021-02-23,5.663425005498539,23.612621509668728,0.015535036126300144,-0.04524476634345559,-1.0
2021-02-24,5.792083620338445,24.388814091508053,0.015435631867970302,-0.04944434498182817,-1.0
2021-02-25,2.081786340651121,3.1800438099349293,0.016689697175578614,-0.08233488478750879,1.0
2021-02-26,4.331232572092105,4.784003250852095,0.015532247964757174,-0.08023991705860731,1.0
2021-03-01,11.297393889890117,30.61221094604437,0.018846607797232046,-0.03072447224893845,-1.0
2021-03-02,6.53294082764539,28.46970629045174,0.01883497230018554,-0.05061636873397159,-1.0
2021-03-03,4.098832802987701,25.964648782219626,0.01926517135997166,-0.07292771974514062,-1.0
